8628250	12855,3586,26127,22547,24598,9906,4664,10329,28265,10879,24193,3723,27791,19416,9922,10948,14533,19166,24299,20607,18180,13067,20750,17181,11914,28481,21319,3926,11609,18805,21372,12173,7602,18875,14286,4582,16465,20979,509
6996000	25366,10264,18213,26050,4938,24277,7547
393250	1666,11780,4802,28052,10329,23237,13093,20154,7868,28813,18388
4259500	15019,22280,9111,12541,24598,17945,17055,22947,29084,2099,9567,13888,8005,23628,4949,22749,28391,6951,26605,23153,28410,251
190500	18465,4281,20425,18013,16607,28391,21865
1118250	6672,11793,10329,5661,3626,8278,21110,18712,6805,19096,2589,10970,24306,18167,25871,27415,13592,22317,20297,9582,18806,6041,29084,15297,14794,15320,5540,3068
5011500	29203,5652,15915,25651,21565,3658,25372,24689,17013,1155,3720,6796,9883,5319,20180,1756,23779,1831,16939,28937,2826,27407,643,1313,23895,10534,12285,4411,1852,14665,4949,21847,5482,21360,7059,2963,10136,11679,15515,20388,1446,13749,12220,7105,28098,2513,22489,2043
4606000	12435,29334,23197,14887,8240,21110
725000	7552,3720,14482,20846,17945,18597,7868,2257,18002,16986,26722,12394,4078,21110
7016500	16913,19993,26654,15631,6246,9322,6820,686,22749,25917,4424,1366,10584,5469,10616,23403,24446,7063,26007,934,23031
3795000	5185,26127,11670,24601,11687,29099,20648,6968,28985,12220,15934,12352,9802,476,4959,21865,23143,7251,14533
1528500	6158,15543,22113,3723,13998,28855,19539,11482,8420,14073,28410,23308,15320,12068,1831,18736,20800,7490,19859,28535,12162,414,679,18868,25526,9210
317500	6918,24975,22421,17559,4571,29099,28717,17851,7868,22029,6980,24015,16292,6877,14067,18805,9620
9244000	7737,8766,9806,14415,27779,16519,13471,9894,12489,201,22749,5863,27375,5403,22317,16605,14642,5943,22853,15189,24921,3935,3937,20859,11670,17393,7105,3536,22094,1003,8689
4317250	21393,5442,12173
9079500	13070,28059,12220,21071,4691,15199,27508,24447
11847750	17747,24447
8573000	6672,21091,10353,28435,21110,18084,6822,679,15018,23214,3444,7868,207,20720,24848,26401,11080,16110,22359,360,904,4494,14261,20408,20425,24026,4571,25052
9394250	19973,14894,19014,11857,23662,8822,8359,20661,6331,17087,3740,27856,25372,29473,14119,24425,22393,12674,19339,24471,8090,13737,23482,8637,4078,23031,26619,12285
1767500	2963,1563,28463,4411,619
3410000	16463,23416
10119250	27791,28828,27939,6326,5087,28747,19026,1245,22240,16722
2492500	26636,26655,19005,11849,14419,13911,10840,16534,7837,5803,18612,7868,19149,24784,5848,13020,10464,17647,24340,15661,18736,5962,25420,11665,11124,18312,20369,26533,2504,6090,14795,24039,23532
9076750	25729,1415,3720,18575,528,25372,5799,20979,7490,5712,14930,22368,21520,7015,16754,12285
11761750	3886,14493,20388,1831,13998,11857,15315,13020,5086,15584,20846,26619
1063000	3627,24196,24598,17031,22280,142,530,16918,21787,16540,17959,7208,15019,20551,22317,14165,3723,6591,7495,22353,21975,4571,3164,7866,5598,24929,18795,1008,13430,16376,28411,16302,25086
7320250	934,23793,414
3014750	22280,29203,5958,3228,23143,2353,8896,6605,3534,7868,1147,18558
11772000	24898,3697,39,24015,15761,17393,13779,13464
3114000	20536,19514,17483,11345,11380,24184,7868,17959,15138,1831,13112,24906,13135,19346,21916,8689
4454500	26114,15491,22667,24460,9633,16918,16281,23071,7728,16674,27974,3627,28631,14014,192,5185,3723,24929,21071,3553,19668,9486,15138,19417,2655,28653,25830,6382,8689,2042
7323750	14119,554,16079,29203,1182,17087
252500	18544,6199,14011,18741,6880,8528,13778,27483,6352,23656,23826,26608,15089
11782250	17748
4921000	18436,11849,20595,13430,4731,2033,14493,672,1739,13007,24015,27179,20184,11652,8689,6597,3032,2043
7483500	16775,1546,9486,18575,18196,11679,420,20548,11857,3228,17244,24869,10928,21865
1904750	2945,25888,15906,14065,4648,9138,7071,26815,8530,22484,11324,26860,20914,14120,21110,1151
8102000	7552,19671,10893,18990,4510,1051,18213,1461,28230,5591,12394,21110
8049000	3586,11324,19046,11897,3723,2729,10928,28360,26827,2257,23774,2804,17150,17664,12352,8202,14101,13603,2353,27955,7997,25418,14209,10645,27544,431,26546,1979,20896,26564,24517,15311,14294,14319,20979
3035250	22400,993,3904,11196,25352,14020
7184500	28161,23564,527,17958,16939,7221,18515,23662,17011,24180,16540,11458,14019,14533,6352,6868,29410,24541,24306,6908,18697,9018,24385,9030,24922,28391,18805,8426,11670,25488,26006,3228,10702,10193
10619000	14379,25260,18353,23604,20661,27711,4949,29547,251
7600250	19973,22533,28230,13394,6828,4281,10480,23793,14580,6908,18730,11052,24385,9549,5469,24415,27508,25488,12717,7611,10718,19962
4902250	21312,14580,14952,7070,15904,18730,27791,19570,11573,28727,7868,2626,11776,6724,8207,14794,2764,10718,6621,22756,3178,21112,18687
11397250	7762,23541
10185750	8805,1415
9179500	25407,11652,6796,27277,7977,20297,12220,12610,7762,12886,11196,5883
11972750	20373,22686,7071,27426,8122,21693,954,20708,4846
10234000	18950,11790,24601,8731,11810,6180,23589,2610,12346,2627,15438,7762,11347,10335,21092,12410,17024,26754,2695,3723,622,21657,7323,3740,7856,192,1731,13942,6868,3536,14074,3324,279,5410,24869,17199,25905,20796,24385,25424,23890,21846,27487,18275,13162,22898,18805,21372,7037,2942,7047,24457,5529,26011,10907,20551,16722,10673,5051,10176,19402,22484,26224,19416,22168,28653,12285,25086
3344750	26114,7173,17945,26972,28230,6740,10329,20579,26728,21110,4731,638,24196,684,5310,14020,14533,2771,3809,19690,2826,13067,11022,13079,28441,6880,16176,15138,5518,21865,28524,28017,16754,2421,7542,23928,25474,5015,29099,984
10393750	5598,10225,2683
4047000	1280,17794,7105,3720,24598,17945,9632,18183,22317,24385,18630,20551,7624,10188,28370,21865,14119,27785,27511,28410
12142750	26114,10760,7728,13888,23628,18002,19539,10329,637,21121,13998,3445,3273,22749,6880,28391,4896,28961,22330,9533,2375,11594,21838,27458,24977,2963,22947,10171,3536,8150,26605,19962
7588000	16918,12322,23604,12352,11842,3651,14919,11194,5254,13450,3723,17945,1739,22749,13070,18730,12078,22843,4452,28007,22898,24440,13888,11652,18829,11677,12717,14261,7105,1481,6109,1003,25086
11737250	14496,6988,10390
11022500	7179,15019,13450,3755,23245,28653,23025,23515
5187750	6431,21672,18730,29099,9133,13749,11194,7868,11080,2251,21838,19514,24168,16110,13561
1966250	7186,22547,17945,9242,22077,11328,9838,24178,251,6932,13592,4479,29099,9645,14261,23482,963,9195
10297000	28694,6698,24517,4306
8163500	3171,14593,19466,7692,6158,6672,28690,3417,24608,2099,16564,4571,14261,14664,23115,9297,8786,22439,25687,26722,21091,21092,9829,25192,5740,28783,12410,22659,11396,6792,6793,18275,4763,3228,25263,6856,20480,3252,15543,1056,18628,7375,14032,2257,28891,1253,13749,5876,27893,1273,28410,28411,23338,23802,3329,6701,13592,28839,29475,24869,1831,10788,23861,20279,3390,14048,27458,5962,21838,21390,10584,15935,20827,13669,17470,20846,19315,21481,23103,22421,15019,5517,11681,4003,10151,17389,679,25009,18868,19381,10329,1463,1467,24519,10706,22484,1358,21979,19421,251,16362,5458,19951,11253,12459,2042,25086
1531250	6820,24087,28214,16465,16979,599,527,20411,23662,21110,20090,7827,10390,21146,18075,13987,6092,19127,9912,3313,10999,4870,18196,25372,23338,28992,9549,24942,7026,12168,26523,22442,949,12216,21946,12220,15302,10188,22179,8662,27625,4078,10232,24060,510
8216750	19328,24461,13070,7708,10646,24471,22168,5157,934,3507,7479,12017,11328,4039,26871,11347,9175,9894,25329,27634,23031,23928,28410,12285
2232500	18963,6199,4683,11857,28791,3740,679,17577,14533,16077,29407,11000,28411,13070,284,6431,21865,12162,11679,14261,16836,251,2729
2797750	927,24616,17221,201,8689,14579
3363000	2217,26114,19203,12736,29465,282,8099,18868,24158,10680,22329,17835,5955,29084,3752,7260,16607,21862,3047,23793,15315
4184250	8719,9235,28694,3101,3619,18353,12840,26665,3627,7728,19381,8261,10329,26716,5738,619,23662,28790,10404,15019,14014,11470,9936,2257,17130,4845,7922,15617,11176,647,3390,24385,7490,27446,4949,24922,24923,21865,8565,22905,25488,6550,17330,14261,11196,6597,11080,15315,21982,5094,11767,9210
12173500	1415,1325,28184,3627,22607,28370,1237,29287,15721,21110,17535
3266750	13067,21659,29099,12220,12990,10176,14924,15315,26676,679,16126
9720000	13830,11280,9111,26781,8816,4281,9512,19894,16315,8257,9671,13773,2771,24922,28411,21092,8939,21485,14194,17747,17020
7892000	3586,19459,7692,16913,7059,3619,7208,29225,28770,7098,1122,9829,27155,13758,9340,24194,6287,25747,26267,20764,14194,22220,720,26659,4731,17960,17647,22898,14261,6395,22280,26380,15661,25372,5410,14118,3369,15153,21838,24942,28024,20630,24977,24471,26523,22947,5789,11196,4938,15311,8662,17060,19423,28411
12386500	2367
887500	27509
528250	18180,2963,26270,1570,18730,12977,11196,17606,28391,27117,27257,1916,21758
4716750	13757,8511,29146,6672,21495,13050,2683
9278500	8965,7847,8943,26546,20916,24307,22911
2476250	21110
4304250	24598,27426,679,3755,18868,14261,7868,19007,21092,15019,26860
7190750	1538,9413,27791,9072
3404000	17034,11983,22246,3047
11874000	599,22556,16672,20187,19668
1206500	5962
8051750	29203,2610,26378,8778,10872,5254,10893,16550,14020,18146,15079,4852,17141,2329,15138,1831,15159,27458,20803,20297,7015,29330,15745,21911,19855,24471,13737,29099,12220,4544,25029,26608,11773
12065000	24196
854250	22533,11857,5254,6817,18741,7096,970,11767
2187500	18185,7059,27806,8028,21423,1713,14399,28226,6305,4808,23628,24780,13007,1494,9953,4324,4201,24942,2963,16376
5655250	22016,20736,26114,9131,11790,22547,16406,21533,17438,18466,12055,22577,2613,17977,23621,20047,24658,3677,2655,24013,10866,3702,9340,11396,14469,13079,21657,23669,6817,4258,18630,5661,3760,15988,7354,7868,3254,377,3313,4338,17657,23338,15105,7427,26380,18024,4544,11571,7963,13853,14138,20300,21567,9563,11624,6520,12154,21883,10646,13720,28058,22944,29095,26031,8628,2999,11196,16319,6080,5369,3034,24036,11345,17906,21503
10944750	17920,29547,6294,6918,24193,13450,9817,21672,28230,8628,1461,12599,5185,11080,11465,12490,7373,28752,19414,19673,26619,1131,21501
11169500	11791,1040,12828,14894,19514,11330,8680,14596,21078,16988,9315,23171,18575,9842,14533,20641,7856,14020,7376,547,26840,20698,6864,3302,17640,17641,14261,6908,1282,18180,15110,13067,27407,26394,290,12606,2372,15423,12173,23890,143,12132,3438,18801,3647,27371,14573,917,3991,10136,21927,1966,19379,5557,12220,25029,25249,10688,29147,993,16550,26608
10539250	6531,5393,17835,8911,6621
1338750	19616,14141,27518,1431
10845500	17024,18075,17060,29099,20529,29497,13390,28631,28924
9163000	1546,5667,17476,28244,27737,10000,20079,3228,679,19632,10948,23750,5851,28936,7977,15171,2899,23896,18269,26464,22898,23108,7070,6571,23475,14261,5594,11687,24052
11936000	25488,21393,3482,16420,15831,5799,3804,1962,8494,19632,28470,11849,19514,10948,13512,15946,13773,15059,22359,22621,3935,23548,24942
6768000	16818,7827
8149250	28675,20490,23564,16406,700,2610,10933,23108,14925,8277,27407,8294,27760,26737,2173,5487,27792,25033,5796,1222,201,26341,7868,22280,11022,15631,15138,14119,6796,141,4949,21372,29334,21427,27063,12220,10176,24015,14294,14809,2535,19962
5898500	23433,3723,20529,15019,949,7105,21110,19668,10329,23284,637
1855750	9651
7797000	13067,6290,15890,1420,22156,16039,25908,15159,11679,13124,10124,24066,25698,2412,28788,7542,11768,10745
4115500	6731,1222,14470,27499,26619
9802000	3082,7740,13888,28752,29269,27231,12429,16540,28876,22220,28370,16140,15138,28985,12610,28475,18791,18795,22329,23418,2945,11160,13240,4538,29147,2526,9195,28653,21501
12215000	22016,25090,5640,6154,3088,16406,6701,16926,27791,19514,18491,15934,27711,9802,5133,25169,3164,7184,18544,23173,3720,9363,12444,1694,2160,11431,21672,28791,23246,2257,5336,14580,6904,5370,26605,24341,15639,13592,29465,24862,21815,21796,5940,2872,1340,3723,13537,28790,29331,5724,24811,23779,919,29099,7090,15302,27600,3151,7975,9695,20449,25570,19951,8689,22522
11391250	22244,17417,27998,28031
745750	27155,17945,3627,20551,21071,16540,19615,6331,24869,6880,25420,7061,11679,3228,21919,7105,2033,504,14048
799000	26660,14902,26722,2669,28605,17533,13450,24601,1717,11452,17096,22749,16607,23793,28947,24341,21796,6951,18730,10599,1903,22898,22947,16331,19416,3555,11687,12285
5082500	7105,5416,25372,10810,2655
2132250	6288,6164,8628,27390
5108000	26114,28675,17958,2739,23604,1591,23628,10329,3723,4254,21672,3252,24245,16782,2257,12068,13020,22749,15584,5863,14580,15094,9975,18730,13079,27117,26308,18868,12586,20279,28896,28484,20297,18032,24929,21390,2042,27539,2963,14286,19673,29203,6672,11687,26605
9513250	8719,22546,28694,17945,22319,599,4709,23662,27255,1155,23698,10404,3759,2762,28370,17958,4329,21121,12055,6447,13084,4411,17214,4949,22359,24929,20846,18805,17273,2367,7061,2945,10136,7613,11203,8676,23021
5726500	25090,19973,17959,5680,4157,8261,27777,25733,28333,14020,4300,5848,28391,12016,2319,789,25372,2693,1831,23338,11080,10059,8528,3926,4970,10097,29072,11670,10171,8640,9153,10176,14796,13779,28410,17394
10185000	2593
10401500	28675,26121,19466,6158,11793,17945,21533,18465,23604,9340,21140,18075,15018,3313,6868,23793,28410,23338,11052,2899,12181,22400,7096,16836,19920,2033
3326250	13450,12271,25372,9389,17232,6820,5725,18173
8243500	27529,22027,21869,17945,7708,21552,24869,17958,25052,18353,11849,8010,5015,20449,25193,23662,27508
2920750	26114,6154,24598,5655,17945,26,17533,26716,20411,19814,16302,11280,23662,13757,19574,4795,21527,12068,21672,17577,25260,19632,12977,13494,14014,192,15478,6352,28883,27575,28896,22757,24616,23740,14261,251,6918,26380,8978,14119,23338,8669,3888,29490,20279,17728,3935,19340,25488,9632,11176,19361,23487,4683,11725,19920,5454,13278,679,12285
3742000	17470,11851,83,26722,6766,29330,7868,14019,4731,6918,22319,21847,27791,20846,12674,29099,19381,13784
2771250	14360,2128,7311,7827,11452,26314,23251,20694,22232,16609,19179,3822,255,18697,13070,284,28463,29490,17747,24415,2963,2945,24471,26011,3313,12717,23475,7613,21955,15814,476,480
847750	18946,23304,27406,28825,26521,25500,5317,6049,8868,5640,6193,13995,9390,1073,19891,21684,12728,2655,12734,15813,11080,9848,18258,21838,8662,27739,16607,27363,21094,22353,23656,22511,18024,13682,28149,21110,2684
9437500	23563,12168,20661,12728,6728,13020,15718,2683
4370750	7168,17024,18027,16653,27155,15638,1051,7456,21815,17058,27939,5799,27437,7856,2610,27448,26171,16829,3723,15716,21110,2655
4680000	16672,19970,6147,14213,25372,12754,27899,28382,23013
9394500	20626,16540,14533,29472,4571,6828,26722,26712,23781,28535,14588
12061000	17058,16463,21110,18075
4378500	1966,8637,7105,4571,8689
10322250	18575,8724,284,2353,2227,7868,1731,25559,8038,1903
7361250	8719,12400,24541,22893,20207
4850000	15446,9790,23632,27272,3228,11969,23241,6352,12512,28391,28985,25420,11605,14678,6021,1428,12271
5980500	27155
5220750	24196,28438,14488,12977,21431,25933,8943,8689
145750	7409,24242,22099,21110,11196
7367000	647,13070,16534,9111,24986,11679,8099,3627,21533,4918,14020,17221,20297,4683,3151,21336,10970,18025,12394,21110,28411
10492250	6148,14342,2739,18485,28752,28780,26738,8327,143,24726,201,22731,22736,251,281,18730,22843,12606,18805,6538,2452,24984,20897,27044,12747,16849,25099,6918,2602,16939,20955,14919,599,8816,2684,25214,647,29331,6842,13070,11061,2898,21336,21337,27508,27511,19337,11176,5035,27567,7105,11203,5098,17393,23549,25631,3135,15449,3176,3181,7354,25792,11465,17653,13568,9504,3384,3396,11604,11687,7611,17914,11793,28196,22058,22076,20029,20045,11857,24674,3723,18075,3740,3775,7922,24359,12072,5429,22393,24471,14250,1975,12220,28605,26559,26561,22482,12259
11579750	19457,12688,23841,679,11196,29247,26722,12853,29267,8410,26972,24869,12132,22380,15217,14580,18805
6257000	17794,7706,16540,17459,21427,27446,26699,23628,21071,19668,25372,28411,12285
1446250	1155,7105,6290,19993,25372,13461,15138,11688,12977,21427,15159,23482,28992,20297,4683,20180,21852,2655,15584,21217,16849,11196,4078,17470,2042,2683,28181
6619500	9472,25488,26114,15089,16550,8689,12078,4281,7868,11465,21067,28370,11604,29531,21110
10768750	24323,6672,25260,11850,4683,21840,2262,22749
10566000	28053,13554,8637,9486,11487,23284,21110
6523250	24196,17926,13976,16540,17823,17060,17835,27446,8901,15315,4411
11440500	29203,16918,8751,20551,19544,10329,26722,22463,637,5254,27789,11923,15584,8433,14209,2826,20952,11052,12606,9072,22898,22393,4993,7560,24471,3228,14261,476,1010
10756500	15033,8816
5968250	26516,11670,20388,12977,22836,6331,13007,21840,29396,10329,1756,25570,23697,4731
11141500	21657,2945,23475
5910250	2240,21092,554
4392000	2610
4186500	7105,23620,12394,24196,11196,16126
12229000	27529,8269,17389
1530250	14120
1629250	22,24601,10268,8236,7727,9398,17995,18874,23656,643,24196,143,6820,9899,7868,11983,1756,7632,7914,16110,22280,28937,20747,17372,7568,16754,21392,9120,422,29099,29104,9678,13264,25556,8662,20979
3684750	12431,1831,25559
5999000	24590,20630,26270
12239250	25618,7720,949,21431,1121,24170,18075,28333,7354,11963,7868,14014,18630,26829,5856,5876,21838,27483,8043,16754,8767,27052,16814,23475,14261,14157,6621,24570,26619
3588500	25090,22533,24598,4644,5157,6701,2739,15934,3719,18024,26736,20096,647,19101,5797,5306,8389,28535,23805,29464,17005,22244,16620,23284,18730,7432,13067,24844,13070,18712,282,29473,1831,12285,25260,4949,20831,3433,29039,1392,7542,10731,3393,25488,21400,7576,3740,11696,16305,4538,10702,13784,5598,29095,24562
5248750	28297,23662,3228,15019,2227,7862,19514,20668,23623,21838,6863,24024,10329,9574,26988,15086,13430,28924
11321750	21506,7297,19466,22,14360,15390,3760,8236,7747,27205,6242,10340,21094,12586,10879,11905,4238,28391,13592,29330,14483,4262,5799,22189,10928,9906,21684,7868,4294,23241,13537,29418,17661,3847,8978,18197,26904,21283,24869,21815,7997,28481,21838,27473,21847,16217,22880,13371,24966,12358,21148,29099,13745,7612,10694,4052,13787,12252,3564,4078,7933,28662,23031
10095000	21390,7963,25372,28463,6203,3740,28752,21092,4452,22393,11260
8100250	12352,26722,27117,15730,8122
11225500	9626,20388,19974,15534,27331
1806750	26394,21683,23868,16463,12271,18558
10052000	6548,22126,25372,5662,11696,17461,16448,7620,908,6878,7278,7541,12884,3093
11129250	17920,25092,25099,11790,24598,24601,26,9838,16936,3627,13375,12358,14922,29265,13909,10329,26716,26722,15718,28270,2683,25733,2156,143,11426,5285,11435,23214,20595,27509,2257,28370,23251,5848,16104,14577,12541,11687,28924,16689,23861,11065,21838,24415,14265,18805,14724,1938,4499,2971,2999,13240,26561,24015,4571,17372,24541,13793,14931,10232,19962,27135
7854500	17958,14902,29203,7323,679,19668,6880,14580,26378,19217,25372,4949,2421,7552,14261,12285
2737250	29473,215,4571,3047
10521000	27686,13865,2609,17920,9788,15935,22092,27739,20668,4351,2167,7310,3228,9389,7868,27255,2805,28340,8978,15138,15672,11080,9045,15761,26067,6652,15359
8430000	679,7354,8637,27328,17771,10480,20979
415500	28435,27415,14360,13084,21442,23623,194,26963,3151,120,23164
8280500	4662
3981750	8717,14887,16939,28936,17478,18024,11196,20591,5796,26829,2257,16082,28399,13784,22280,27407,14625,4411,2367,22400,3228,6080,7105,19928
5059000	4366,16668,13484,12512,11974,23662,17783
5024500	6145,19974,8719,22547,3627,5680,7737,13888,9802,2128,17491,11196,12394,21110,11396,18114,16550,25260,7868,22731,2257,8914,22749,20756,281,476,7473,24385,22898,18805,10106,12168,21400,10136,29083,20382,29095,13240,14265,12220,7105,7620,17372,17748
6957500	22029,15935,16463,10893,21145,19615,7868,14014,9946,1831,27894,25372,7976,23861,27448,12606,5962,24415,11624,7314,905,22958,8948,21445,19725
4557250	29472,1831,13518,19052
8230750	14469,27181,23601,11461,21841,25687
3895750	13247,23621,17254,1743,8689,12475,9724,5469,12606,12933
9069000	18457,3627,5185,21067,19217,25193,23662,26754,19601,3752,6319,14521,9620,2257,28391,15608,5863,12052,475,11080,12627,21869,7542,6805,12220,24471,11196,15302,24015,13779,1493,19937,8689,26614,16889
5847500	27908,22406,11329,22280,13962,6672,8978,11807,17995,21838,20831,16624,4601
7545250	3329,17835,778,17037,14381,11029,17237,16407,3228,11679,17058,23209,29099,5725,14020,510,9912,6621,5310,23878,20154,14030,8149,4694,143,25309,19021,16612,27238,25447,14887,7335,9846,17400,7545,25340,6143
4876750	20536,11431,21950,23999,14150,11080,22613,9838,4080
9794000	17835
6572500	5797,6868,7963
1047000	21110
1710500	10247,22547,18485,12352,19570,8313,24429,24726,2729,25260,21246,26380,18730,22330,13648,5506,25488,11587,29084,28065,3228,17330,25526,8637,1481,23002,17372
11340250	23233,22946,23340,13998,19379,6215,1570,12394,14071
12417500	16913,15138,5478,24819
5952250	8327,5640,24471,17945,28316,8637,15831,17060,21071,5094,12285
3954500	12162,6039,14360,11447,26315,28881,15584,4709,14952
4844000	26114,8277,10329,192,28370,1831,26378,13592,25372,14119,22853,4949,10596,11176,3534,3555,4078
10578000	2432,3329,28937,16406,5399,20505,20896,422,18227,13240,7868,19814,18024,14073
1074500	4510,24611,6052,1324,13374,10124,18381
1622500	4621,15405,26633,21565,9297,6595,21659,16540,679,25260,2257,24831,28418,9988,16134,24869,15159,11080,2891,18771,4959,18805,23420,9087,23779,14664,11196,12734,8138,8148,24911
3723750	2826,20846,21672,20154,14020,3406,2655
12377250	22016,5640,3101,5667,29231,27191,12379,2655,116,9340,16918,8845,20630,25240,24730,7868,1739,21539,10454,22749,11524,25372,15138,1831,22329,6880,21838,8528,17759,23904,24929,21351,2410,27205,19179,7560,24471,17320,17835,13240,9975,19405,3024,1501,5799,4078,8689,6740,9210
3009000	18353,26754,24196,21975,27407,8724,27927,21657,28411,21533,15138,12964,12327,11176,554,15019,23214,3228,3390,14261,7817,19514,28347,15934,17732,5957,19014,23623,11849,12977,24907,28621,1230,21840,18388,7230,14695,679,10604,10480,17470,11000
3317500	25099,22547,13998,7708,21533,16926,24616,3627,2610,8767,22113,27155,14482,679,1731,14533,10970,14074,19203,11543,29465,11624,22898,27514,14261,7105,16836,16331,22947,24542,5116
1782250	24460,13884,8637,15478,18002,10329,22889,15602,251
3511000	24196,12556,29203,2610,12996,2655,2826,16079,6868,13020,20857
8327250	14917
10592750	28675,24196,19974,18697,25488,19416,24341,17945,17055,13093,24616,24385,18626,3804,984,251,16255
11158000	13160,8327,28333,12977,239,251,23338,19207,9000,26422,9563,6520,15799,8637,6101,6738
1194750	25642,16944,4658,7737,23621,20551,25169,2669,13430,14969,6817,679,192,7400,19690,1791,11022,19160,22884,7037,6543,22961,14261,12737,11734,6104,13278,8689
309750	4545,12164,28653,12431,13588
2364500	13757,20471,24061
64000	2455,9912,11080,22218,20565,6621,1379,12394
10592000	29265,26728,12394,8816,18075,3228,27319,17606,28410,215,16607,13264,6932,17212,1831,18730,21838,11651,2440,6029,25488,2963,4510,11176,8628,12220,26576,19416,4571,24541,24788,11767,10232
1909250	19974,5131,23470,27683,20516,11330,24645,2655,22131,21110,15992,14467,10378,679,25372,6326,23736,11449,20154,22736,19668,28410,18180,22280,2826,24848,10014,20297,18829,23896,26974,29032,17771,2963,4510,27205,22958,16818,24059
5751500	25488,284,11679,7025,3228,24878,6199,17055,20279,6348,15315,13776,15086,2033
10773000	16939,11889,3627,18697,6931,18805,10620,9620,6037,11176,2999,11196,17400
9706000	4102,7179,20313,17945,7220,3639,7737,21050,9275,3850,21567,15943,18508,4795,26728,14780,1654,27257,8327,3723,10395,20636,4262,679,18600,26284,5661,20180,13500,16929,22736,12068,13551,23284,29313,22280,12588,11022,16693,15114,25260,23884,849,11602,20297,16242,5470,26464,21865,21869,11328,6039,25488,27539,16279,21533,20388,18855,29099,22444,21938,16823,12220,16800,451,10180,13765,28621,17661,22446,29153,14821,7978,19026,21672,4088,6740,22522
1319000	16787,17429,7070,21539,5797,12717,10948,1237,24942
4895250	6680,26308,6728,11857,23662,14533,9894,6331,20676,15478,23251,5848,24541,16624,28418,18697,13079,25372,8038,24385,23475,26564
1620500	15138,14887,1195,23479,444,28774
5769750	28177,22638,21110,28815,2257,28885,7409,24344,18202,15146,9072,6548,4497,2455,11687,15315,14294,6617,4059,26614
7103000	23589,28710,2610,15423,13891,26722,21091,12394,22636,8816,679,15019,3249,25782,14020,15558,11465,14071,20736,14603,25372,17181,12586,11563,360,29547,27508,13375,27458,15761,11174,11176,14764,16818,8628,14580,9683,4059,24542,28653,15821
9972250	28809,6287,29334,12183,934,1831,15534,15408,16058,12606,2655,8039,5995,15473,1010,22131,21110
2910750	1372,24425,19828,4039
5780000	7682,1773,8439,7648,15534,24598,21533,15390,16305,7208,3627,19523,5705,18522,25338,26744,22168,16836,14292,2722,17061,19113,14917,5814,26308,14533,7133,22731,24274,8313,5848,23781,9340,24788,13569,262,29269,24869,11022,18712,11080,10014,21796,18736,12865,17214,20800,1533,10058,21865,17470,20858,7037,13888,27523,3482,27117,6569,19903,16320,15811,27092,4571,20444,24541,5094,1000,28181,11385,23549
8649250	16939,2826,19346,29203,16305,21819,18024,4078
9982500	6805,8473,22484,1849,9838,2683
2940000	15935,21091,23662,646,14011,28369,2257,12977,14580,11029,11659,29490,2868,1337,25914,10064,19835,24001,24519,27604,20462
10915250	5254,21911,15901,13873,8625,19138,2504,9045,475,25312,27497
